lib_id,games
53898495,"[1493, 564, 568, 184, 512, 511, 15, 1809, 2358, 1754, 4, 105, 1, 43, 246, 657, 1814, 520, 1040, 2005, 2022, 67, 2499, 11, 1883, 200, 507, 1980, 357, 2660, 499, 2211, 351, 875, 2, 941, 1028, 1069, 114, 7, 738, 97, 412, 553, 849, 126, 807, 469, 1697, 2661, 52, 487, 92, 1648, 418, 48, 1322, 858, 1139, 2662, 1644, 150, 1414, 107, 226, 692, 1182, 5, 1735, 1047, 1307, 1179, 519, 16, 27, 653, 287, 214, 721, 59, 1230, 585, 2635, 833, 834, 835, 836, 1802, 2663, 2637, 1985, 2664, 1056, 1049, 182, 2330, 30, 31, 32, 1736, 2508, 1501, 206, 400, 410, 876, 877, 1123, 878, 879, 880, 68, 881, 1331, 2469, 821, 1413, 1776, 1777, 62, 70, 468, 75, 103, 1031, 243, 38, 39, 40, 1884, 928, 929, 930, 931, 932, 933, 818, 934, 935, 521, 1088, 1057, 1306, 1275, 569]"
53901705,"[10, 2445, 82, 107, 79, 2535, 139, 150, 134, 1109, 206, 123, 418, 92, 80, 558]"
53957543,[545]
53964834,"[612, 611, 613]"
53986832,"[612, 611, 613, 615, 616, 614]"
53990357,"[1698, 2773]"
54092998,[1017]
54097980,[10]
54103616,"[54, 612, 9, 954, 10, 955, 1, 545, 184, 444, 5, 434, 275, 956, 92, 22, 552, 499, 957, 958, 613, 611, 959, 960, 13, 961, 390, 206, 50, 66, 962]"
54111916,[529]
54124359,"[10, 150, 605, 381, 565, 1029, 963]"
54194546,"[78, 1372, 339, 164, 288, 1468, 473, 181, 162, 1261, 499, 43, 160, 2299, 501, 214, 2300, 267, 242, 521, 203, 551, 1025, 1103, 62, 112, 52, 317, 1391, 1392, 1099, 418, 218, 70, 1296, 1412, 226, 156, 510, 53, 536]"
54212914,"[289, 7, 1318]"
54229062,[262]
54291917,"[50, 869, 1649, 118, 2656, 9, 5, 145, 407, 495, 66, 262]"
54293428,"[1213, 501, 43, 203, 4, 1372, 1, 2539, 243, 98, 416, 3202, 941, 487, 1112, 2763, 2755, 1134, 225, 468, 2736, 516, 88, 340, 1487, 3239, 2361, 135, 130, 165, 233, 83, 2360, 3240, 2511, 109, 1877, 156, 429, 1311, 113, 241, 720, 1786, 286, 2762, 1481, 3241, 50, 170, 421, 2137, 285, 1322, 2764, 2, 177, 1486, 1789, 1736, 66, 284, 1391, 1392, 3200, 3201, 1735, 31, 32, 3242, 2853, 38, 39, 40, 2766, 1485, 513, 3243, 3244, 1787, 1788, 1790]"
54310644,"[184, 443, 1410, 102, 84, 82, 657, 22, 62, 81, 54, 312, 138, 2241, 849, 93, 917, 595, 1513, 278, 1802, 641, 1559, 73, 499, 317, 1653, 92, 551, 1508, 25, 150, 161, 3554, 2037, 4906, 270, 692, 300, 546, 818, 267, 298, 222, 875, 1342, 4213, 99, 273, 214, 52, 2506, 833, 834, 835, 836, 837, 313, 314, 315, 316, 842, 225, 344, 4541, 1041, 85, 1804, 33, 1072, 1072, 1073, 1073, 1074, 1074, 18, 395, 34, 396, 397, 399, 146, 2688, 5, 418, 218, 171, 422, 1331, 49, 449, 70, 262, 464, 109, 819, 819, 43, 1296, 1412, 87, 1228, 2605, 191, 918, 919, 920, 3890, 516, 928, 929, 930, 931, 932, 933, 934, 935, 2191, 937, 938, 1045, 801, 639, 1507, 1509, 746, 1510, 1511, 725, 1490, 1512, 541]"
54353026,"[654, 659, 697, 698, 699, 700, 701, 702, 703, 704]"
54402999,"[1047, 5, 2773]"
54444464,[262]
54477968,"[611, 612, 613, 614, 616, 615]"
54507379,"[501, 122, 1372, 2360, 1036, 1980, 1047, 516, 1041, 129, 67, 1460, 1983, 801, 156, 2097, 138, 47, 5, 203, 1391, 1392, 1985, 2791, 1068]"
54531801,[745]
54553556,"[975, 479, 1233, 568, 558]"
54568397,"[523, 1020, 1, 2303, 357, 2533, 1107, 1021, 1138, 451, 550, 1023, 1305]"
54637394,"[545, 50, 10, 54, 4, 25, 5, 43, 93, 246, 612, 312, 499, 107, 138, 81, 443, 444, 736, 92, 134, 118, 507, 156, 529, 389, 139, 90, 22, 763, 511, 225, 471, 357, 705, 1067, 627, 692, 150, 706, 628, 1036, 145, 708, 707, 709, 1159, 67, 552, 346, 2758, 565, 1331, 252, 2430, 2363, 957, 219, 124, 1041, 206, 392, 897, 267, 390, 432, 661, 655, 664, 662, 658, 114, 97, 313, 314, 315, 316, 1337, 2480, 611, 613, 230, 1011, 548, 13, 101, 151, 358, 359, 388, 279, 789, 865, 866, 240, 66, 575, 1014, 424, 425, 426, 2857, 1411, 766, 776, 896, 1016, 455, 466, 1521, 73, 1524, 1525, 1526, 1527, 1528, 1520, 3039, 629, 779, 3111, 3112, 3113, 558]"
54680190,"[593, 596, 1454]"
54704882,[1703]
54739142,"[281, 271, 550]"
54739475,[1684]
54761333,"[10, 156, 499, 501, 162, 2222, 421, 901, 1540, 7, 129, 333, 312, 53, 782, 552, 241, 466, 112, 819, 419, 43, 15, 663, 1756, 1036, 184, 306, 2818, 267, 442, 790, 2102, 4494, 247, 52, 902, 150, 875, 5, 826, 1790, 177, 2187, 2167, 2382, 1, 1334, 1786, 313, 314, 315, 316, 111, 350, 166, 1068, 1041, 1538, 1322, 389, 2772, 1774, 1775, 1076, 1077, 1078, 1779, 2744, 2743, 109, 819, 901, 2167, 902, 1296, 1902, 38, 39, 40, 1784, 974, 1787, 1788, 1789]"
54819677,"[1, 151, 140, 38, 39]"
54826284,"[1046, 43, 1043, 1344, 1311, 1401, 1158, 1, 89, 2241, 421, 1684, 1269, 355, 3181, 621, 44, 3718, 102, 3534, 2764, 1428, 1134, 3719, 1261, 2759, 2240, 1328, 1025, 2248, 51, 1811, 327, 2712, 1402, 285, 1904, 238, 2539, 1023, 115, 171, 1034, 1259, 16, 739, 34, 8, 65, 3720, 1037, 126, 1268, 2942, 1908, 14, 1877, 646, 3721, 194, 806, 298, 64, 60, 482, 727, 487, 2993, 862, 3722, 97, 317, 45, 1737, 1738, 1739, 1740, 107, 139, 134, 206, 1704, 399, 197, 891, 150, 2655, 1296, 1412, 75, 38, 39, 40, 762, 188]"
54888069,"[810, 162, 629]"
54894744,[1684]
54916182,[1684]
54934705,"[9, 281, 271]"
54990424,"[271, 281]"
54992167,"[545, 271, 281, 548, 390, 206]"
54999247,"[545, 271, 5, 281, 10, 612, 611, 613, 529, 963]"
55016054,"[1401, 1684]"
55112407,"[1401, 1344, 1158, 1684, 1402]"
55120589,"[612, 611, 613, 614, 615, 390, 206, 616]"
55136688,"[25, 545]"
55143039,"[904, 281, 547, 826, 10, 271, 544]"
55162535,"[271, 281]"
55229923,"[271, 281]"
55300764,"[271, 550, 547, 281, 361, 1102, 1101, 544, 2753]"
55319994,"[5, 271, 281, 544, 547]"
55334302,"[1020, 550, 275, 995, 1019, 523, 1096, 271, 59, 4093, 1231, 544, 281, 2860, 905, 547, 1748, 121, 65, 3283, 1398, 1397, 545, 959, 25, 1022, 1305]"
55352649,"[271, 281, 10, 5, 2581]"
55363009,[1157]
55367062,"[1, 521, 14, 1311, 2368, 1036, 793, 259, 11, 394, 1063, 52, 43, 122, 1267, 170, 1043, 97, 2021, 153, 657, 82, 112, 1467, 1423, 418, 321, 797, 16, 341, 100, 203, 2539, 179, 516, 1770, 143, 1782, 506, 111, 1946, 184, 460, 408, 3680, 193, 376, 171, 1279, 892, 986, 251, 2815, 807, 801, 1278, 1762, 4288, 89, 435, 27, 267, 2191, 508, 1980, 526, 114, 92, 229, 469, 1460, 118, 1983, 58, 141, 320, 669, 2240, 287, 214, 585, 308, 23, 28, 1059, 1060, 1061, 1240, 2225, 230, 1064, 1065, 338, 847, 1372, 145, 343, 93, 96, 745, 350, 166, 138, 1985, 1068, 1041, 15, 1056, 1049, 1069, 2092, 357, 4, 30, 31, 32, 362, 363, 123, 48, 367, 33, 18, 175, 2106, 2973, 2831, 410, 5, 595, 1816, 421, 1046, 2024, 234, 86, 125, 3089, 470, 74, 75, 241, 1466, 499, 1435, 12, 37, 501, 722, 720, 38, 39, 40, 160, 510, 535, 3339, 140]"
55426012,"[1372, 546, 408, 558, 312, 5, 443, 511, 275, 1369, 50, 1409, 184, 246, 92, 1449, 113, 4, 568, 103, 1707, 54, 875, 1029, 112, 71, 591, 114, 499, 1053, 657, 736, 306, 97, 1228, 129, 67, 1041, 338, 81, 2427, 107, 801, 585, 1082, 298, 1980, 3081, 27, 52, 1, 134, 90, 507, 151, 96, 156, 487, 45, 425, 150, 72, 118, 138, 905, 1037, 69, 1063, 89, 1047, 250, 1346, 23, 143, 422, 1119, 62, 1145, 139, 847, 552, 354, 99, 466, 529, 1086, 839, 488, 179, 287, 550, 418, 578, 214, 453, 193, 145, 124, 22, 194, 1556, 1042, 2361, 973, 10, 55, 321, 392, 963, 80, 1138, 1880, 638, 3655, 1293, 349, 177, 1756, 742, 1118, 171, 206, 705, 492, 1028, 3656, 226, 577, 163, 1286, 1644, 722, 1080, 243, 66, 286, 653, 295, 661, 655, 664, 662, 658, 2635, 28, 1367, 837, 313, 314, 315, 316, 63, 1368, 842, 51, 64, 60, 1352, 230, 1498, 1499, 1500, 1391, 1392, 225, 1749, 1580, 2637, 1985, 1036, 1068, 1875, 1876, 357, 30, 31, 32, 363, 1370, 25, 279, 789, 865, 866, 594, 68, 424, 426, 1096, 1231, 747, 617, 1127, 1227, 995, 889, 49, 7, 763, 70, 766, 776, 1371, 896, 1539, 897, 768, 1397, 1398, 3347, 2161, 262, 706, 707, 708, 709, 73, 816, 903, 1031, 482, 485, 491, 913, 38, 39, 40, 1117, 3452, 519, 521, 779, 3111, 3112, 3113]"
55429136,"[281, 271]"
55446861,"[545, 548, 390, 206]"
55457113,"[545, 106, 54, 548, 390, 206]"
55464294,"[281, 271]"
55498890,"[271, 281]"
55502052,"[547, 904, 281, 1102, 271, 544, 1101]"
55522584,"[271, 544, 281, 547]"
55525449,[1684]
55623839,"[271, 544, 281, 547, 575]"
55635404,"[271, 281]"
55672384,"[281, 5, 271, 550]"
55691331,[973]
55739825,"[281, 1102, 547, 1091, 271, 544, 1090, 1092, 1101]"
55745376,"[271, 281, 118]"
55751308,"[163, 281, 134, 558, 77, 43, 107, 10, 139, 25, 271, 443, 177, 727, 1005, 24, 547, 3138, 248, 150, 544, 529, 438, 565, 1214, 335, 280, 966, 1109, 295, 206, 891]"
55755821,"[4, 271, 281, 2, 653, 184, 27, 114, 124, 118, 97, 331, 230, 145, 101, 151, 357, 358, 359, 388, 424, 425, 426, 90, 432, 466, 507]"
55761025,"[10, 275, 5, 544, 76, 421, 251, 745, 547, 271, 111, 345, 1092, 281, 385, 721, 869, 1063, 121, 82, 1064, 981, 150, 1065, 1678, 1937, 1029, 92, 1099, 93, 86, 1072, 1073, 90, 1090, 1200, 995, 16, 77, 1776, 1144, 1395, 4418, 33, 114, 97, 1248, 1249, 584, 1679, 1680, 585, 1681, 959, 1091, 350, 1070, 1071, 1072, 1073, 1074, 1074, 390, 206]"
55763270,"[281, 271]"
55763300,"[271, 281, 544, 547, 897, 93, 896]"
55776971,"[544, 547, 271, 1355, 1101, 89, 281, 1102, 1349]"
55837871,"[1793, 544, 547]"
55906572,"[568, 25, 10, 54, 1372, 203, 499, 163, 443, 43, 523, 84, 2243, 1029, 275, 545, 558, 1415, 408, 564, 1101, 1109, 1334, 4, 1748, 1028, 19, 107, 1006, 312, 5, 897, 1039, 727, 254, 16, 89, 124, 7, 605, 59, 184, 546, 18, 94, 1978, 847, 90, 478, 994, 92, 105, 52, 657, 2358, 24, 1099, 981, 339, 1090, 606, 271, 554, 67, 1030, 119, 171, 2023, 81, 1445, 77, 93, 27, 473, 482, 393, 114, 230, 227, 2253, 150, 9, 118, 936, 2022, 1, 214, 552, 1151, 418, 1102, 798, 1027, 565, 1092, 1556, 1278, 807, 975, 13, 1091, 421, 183, 62, 1547, 394, 573, 71, 869, 69, 1050, 111, 905, 112, 350, 469, 1980, 22, 72, 86, 226, 2689, 537, 507, 1953, 338, 267, 270, 3471, 409, 511, 177, 1551, 963, 2369, 1795, 453, 1149, 248, 1067, 1323, 49, 247, 162, 206, 978, 438, 1832, 1450, 1159, 156, 1482, 2792, 505, 569, 424, 295, 602, 1994, 141, 1746, 1207, 1302, 1224, 529, 626, 2070, 2535, 2262, 390, 1137, 1271, 1359, 463, 1200, 3709, 281, 896, 989, 313, 314, 315, 316, 51, 64, 60, 1391, 1392, 1985, 151, 357, 30, 31, 32, 33, 623, 2106, 218, 68, 1326, 425, 426, 1473, 1474, 1475, 1476, 891, 70, 1080, 1081, 262, 75, 1228, 1031, 1215, 567, 519, 520, 2734, 245, 2735, 1047, 1088, 1057, 946, 947, 948, 949, 803, 950, 951, 952]"
55906627,[10]
55944717,"[281, 271]"
55948496,"[390, 206]"
55975168,"[43, 50, 1101, 1, 1139, 1036, 2446, 782, 1134, 4, 2430, 1086, 1793, 18, 92, 80, 83, 451, 1102, 34, 1355, 184, 3065, 27, 14, 2758, 400, 1321, 544, 150, 138, 595, 9, 166, 720, 33, 251, 229, 1041, 1145, 739, 54, 1827, 1046, 2805, 190, 5, 132, 93, 51, 118, 1349, 22, 194, 1337, 957, 828, 2433, 899, 66, 312, 819, 60, 2480, 1784, 1059, 1060, 1061, 313, 314, 315, 316, 1469, 547, 64, 2791, 1068, 1004, 1452, 638, 819, 901, 901, 2167, 2167, 902, 902, 1296, 75, 38, 39, 40, 3854]"
56002861,"[271, 281, 548, 54, 10, 545, 611, 2580, 2581, 612, 613]"
56014527,"[5, 826]"
56038151,"[1034, 43, 1035, 1036, 1037, 1038, 733, 1039, 184, 93, 1, 114, 225, 338, 14, 936, 815, 736, 1040, 566, 1041, 847, 489, 1042, 801, 639, 1043, 451, 312, 418, 906, 524, 1044, 285, 402, 1045, 298, 306, 839, 9, 1046, 1047, 92, 494, 86, 52, 5, 491, 1048, 171, 90, 1049, 1050, 1051, 1052, 87, 1024, 486, 1053, 1054, 1055, 267, 118, 1056, 1057, 27, 653, 287, 826, 1058, 297, 661, 655, 664, 662, 658, 97, 23, 28, 1059, 1060, 1061, 313, 314, 315, 316, 317, 1062, 545, 1063, 1064, 1065, 1066, 145, 343, 1067, 138, 1068, 15, 858, 1069, 16, 4, 30, 31, 32, 362, 193, 363, 25, 1070, 1071, 33, 1072, 1072, 1073, 1073, 1074, 1074, 18, 395, 34, 396, 397, 399, 808, 407, 874, 410, 44, 162, 421, 143, 747, 251, 1075, 1076, 1077, 1078, 1079, 150, 1080, 453, 454, 1081, 458, 81, 72, 75, 482, 483, 484, 485, 487, 488, 490, 492, 493, 909, 915, 742, 1082, 511, 1083, 98, 1084, 1085, 1086, 1087, 1088, 944, 599, 600, 601, 602, 603, 604]"
56091522,"[139, 150, 107, 134, 206]"
56157984,[9]
56198811,"[281, 271]"
56219610,"[271, 1101, 281, 1102, 523, 1090, 1115, 544, 443, 1021, 3704, 3164, 575, 113, 2520, 547, 869, 254, 1091, 1355, 2519, 1092, 1349, 3705, 2580, 2581, 1128]"
56256991,"[22, 544, 547, 1349, 54, 1355]"
56333620,"[1, 281, 103, 93, 547, 1354, 94, 575, 338, 138, 92, 736, 89, 271, 858, 491, 150, 544, 10, 194, 14, 184, 123, 791, 105, 75, 102, 137]"
56413349,"[568, 605, 606, 22, 573, 2497, 1005, 1098, 1029, 1207]"
56416303,[545]
56436338,"[1430, 1402, 1158, 1344, 1401]"
56436989,"[271, 1, 281, 82, 143, 514, 495, 330, 858, 2239, 43, 225, 54, 564, 1548, 1021, 73, 505, 2541, 429, 1770, 428, 5, 2517, 511, 1023, 75, 3464, 3465, 2389, 2998, 38, 39, 40, 246, 2350]"
56470008,"[271, 281]"
56497895,"[150, 390, 206, 1147]"
56667587,"[281, 271]"
56684410,"[1088, 612, 1369, 2635, 614, 615, 2637, 389, 627, 628, 564, 616, 629, 1047]"
56788879,"[9, 549]"
56789999,"[25, 720, 545, 499, 740, 214, 150, 1040, 67, 552, 10]"
56790646,"[281, 271]"
56813714,"[271, 281, 1102, 1101]"
56818301,"[281, 271]"
56830362,[2739]
56840402,"[271, 281, 1349, 461, 1355]"
56899274,"[271, 281, 1101, 1102, 826]"
56901667,"[271, 281, 5]"
56911639,"[22, 67, 1198, 29, 1004, 1384, 1326, 7, 529, 568]"
56957512,"[271, 281, 544, 547, 2580, 2581]"
56973040,"[281, 271]"
57033787,"[271, 89, 275, 1138, 281, 544, 547]"
57077457,[1069]
57088976,[742]
57103808,"[617, 51, 550, 65, 1025, 499, 473, 1103, 1020, 1104, 998, 1105, 558, 43, 1106, 163, 77, 1107, 897, 289, 623, 995, 1029, 1021, 165, 545, 1108, 112, 25, 1109, 60, 24, 50, 1016, 516, 285, 1110, 107, 1111, 54, 1042, 1112, 1098, 1011, 290, 177, 1113, 1114, 819, 150, 10, 565, 1036, 1115, 1116, 1023, 1014, 1117, 45, 896, 1118, 567, 280, 232, 67, 274, 1119, 139, 206, 295, 296, 999, 1120, 1121, 64, 1122, 1041, 134, 396, 66, 876, 877, 1123, 878, 879, 880, 68, 881, 1124, 1125, 1126, 1127, 1128, 1129, 1130, 1131, 1132, 819, 1133]"
57166019,"[1105, 1124]"
57181405,[22]
57194796,[1684]
57223013,[10]
57226729,"[271, 545, 547, 281, 544]"
57234698,"[22, 225, 521, 520, 519]"
57271785,"[612, 545, 611, 206, 613, 614, 548, 615, 390, 616]"
57319696,[262]
57333945,"[556, 1841, 563, 1629, 24, 2532, 718, 1149, 1144, 1017, 1033, 529, 568]"
57368001,"[568, 271, 558, 184, 7, 1047, 408, 247, 552, 10, 165, 281, 54, 1271, 1057, 478, 547, 72, 25, 24, 798, 5, 544, 976, 1029, 553, 89, 250, 406, 897, 1302]"
57415686,"[544, 281, 547, 271]"
57424113,"[612, 545, 499, 544, 547, 611, 10, 613, 563, 1029]"
57433226,"[545, 54, 25, 554, 76, 955, 443, 106, 10, 5, 163, 1030, 77, 2430, 998, 727, 177, 134, 295, 999, 51, 64, 60, 45, 225, 961, 89, 44, 1771, 574, 422, 891]"
57451291,"[271, 544, 1101, 281, 547, 10, 1102]"
57500988,"[505, 361, 933, 932, 412, 718]"
57530892,[1402]
57541240,"[271, 281, 151]"
57564540,[545]
57603447,"[22, 271, 2, 5, 1101, 512, 184, 954, 281, 82, 511, 54, 140, 1102, 1741, 4, 230, 585, 58, 114, 739, 18, 97, 153, 402, 14, 10, 422, 1057, 801, 338, 41, 107, 470, 3993, 1, 1634, 727, 418, 451, 194, 1492, 129, 387, 1759, 247, 443, 250, 23, 1614, 123, 2228, 936, 1460, 28, 143, 1447, 1088, 380, 241, 137, 72, 771, 986, 1640, 1557, 100, 1793, 146, 1649, 499, 11, 267, 317, 3004, 377, 341, 1883, 179, 1025, 101, 138, 331, 34, 300, 44, 136, 1047, 73, 89, 1771, 324, 150, 171, 49, 1143, 2832, 393, 453, 156, 657, 149, 52, 1036, 33, 429, 27, 74, 905, 2735, 119, 1652, 321, 1142, 847, 537, 442, 92, 653, 1059, 1060, 1061, 833, 834, 835, 1063, 1064, 1065, 145, 343, 96, 1068, 1041, 151, 358, 359, 30, 31, 32, 390, 139, 134, 206, 279, 863, 864, 399, 67, 1816, 574, 1772, 255, 94, 891, 1598, 566, 1548, 910, 1682, 270, 38, 39, 40, 1144, 1884, 246, 524, 188, 535, 1133]"
57670085,[389]
57695896,[9]
57755503,[1374]
57770056,"[22, 1043, 10, 76, 1213, 657, 847, 65, 81, 499, 271, 443, 281, 103, 910, 14, 20, 54, 84, 1057, 2630, 547, 1088, 184, 904, 1050, 11, 507, 49, 72, 105, 94, 544, 34, 300, 324, 5, 1041, 1941, 67, 399, 113, 25, 114, 97, 2635, 63, 51, 64, 60, 338, 2637, 1980, 1985, 101, 151, 357, 358, 359, 1646, 388, 869, 406, 89, 876, 877, 1123, 878, 879, 880, 68, 881, 118, 432, 1473, 69, 1474, 1475, 1476, 55, 1080, 453, 1081, 262, 71, 466, 73, 482, 484, 485, 486, 487, 488, 489, 490, 491, 492, 493, 243, 3039, 1302, 1271, 519, 520, 521, 1971, 1047]"
57782416,"[545, 548, 390, 206]"
57788398,"[281, 271]"
57798235,"[22, 271, 1101, 612, 281, 575, 547, 1102, 5, 10, 544, 552, 553, 613, 615, 614, 611, 623, 616]"
57810800,"[10, 262, 1445]"
57866383,"[10, 124, 230, 145, 5, 424, 425, 426, 118, 90, 150, 896, 897, 568]"
57905818,"[545, 2405, 54, 2430, 1901, 177, 10, 22, 612, 163, 1490, 613, 418, 614, 615, 611, 616, 295]"
57912466,[1684]
57918339,[1684]
57974873,"[1020, 523, 995, 1, 4, 1260, 550, 138, 43, 1047, 1273, 1088, 65, 355, 1057, 105, 617, 482, 246, 2528, 23, 486, 1508, 578, 177, 163, 295, 28, 14, 727, 1875, 1366, 1322, 1735, 30, 31, 32, 1736, 891, 75, 38, 39, 40, 2529, 1305, 1277, 1107, 1106]"
58013959,[22]
58029555,"[905, 76, 1775, 443, 127, 5]"
58057627,"[54, 271, 545, 544, 25, 443, 78, 281, 657, 10, 34, 76, 547, 5, 126, 1898, 1, 84, 793, 1101, 77, 1355, 730, 1145, 345, 27, 729, 361, 978, 1817, 138, 986, 150, 111, 232, 905, 3030, 1109, 2472, 146, 1073, 1110, 1102, 981, 236, 177, 163, 171, 107, 295, 721, 1349, 96, 350, 1072, 1072, 1073, 206, 399, 89, 38, 39, 40]"
58117481,"[545, 548, 390, 206]"
58121946,[262]
58129717,"[1344, 1401, 1942]"
58152057,[262]
58182267,"[545, 548, 390, 206]"
58192081,"[281, 271]"
58217836,"[568, 246, 43, 499, 165, 1145, 1041, 1518, 1036, 113, 1273, 657, 184, 58, 48, 523, 3001, 1017, 581, 284, 2791, 1385, 3002, 1331, 692, 3003, 1296, 1412, 3004]"
58223726,"[612, 54, 611, 613, 567]"
58237510,"[1401, 1402, 1344, 271, 18, 281]"
58252208,"[1808, 1806, 1805, 1803]"
58280709,"[281, 271]"
58289184,"[443, 271, 22, 499, 2, 246, 444, 992, 163, 281, 106, 1029, 5, 1041, 7, 64, 295, 54, 511, 529, 45, 1374, 60, 1166, 51, 868, 146, 2116, 1411, 2197]"
58297398,"[612, 10, 54, 1260, 1020, 50, 271, 523, 727, 285, 25, 611, 955, 281, 1937, 22, 24, 1, 66, 1119, 615, 1139, 548, 529, 5, 335, 113, 614, 7, 357, 286, 1117, 234, 214, 177, 616, 280, 163, 4875, 965, 295, 613, 961, 1295, 2433, 891, 1319, 38, 39, 40, 1118]"
58298928,"[612, 611, 613, 614, 615, 616]"
58312813,"[271, 281]"
58316550,"[545, 548, 390, 206]"
58330533,"[5, 10]"
58345543,"[479, 1006, 546, 499, 184, 529, 1098, 271, 81, 22, 93, 1355, 5, 54, 1754, 43, 25, 1030, 82, 281, 1697, 632, 1, 105, 2623, 128, 14, 111, 267, 1047, 453, 668, 18, 67, 425, 1382, 92, 10, 847, 536, 338, 799, 1349, 156, 1602, 667, 278, 568, 193, 2829, 350, 801, 96, 1162, 225, 4, 252, 11, 2688, 521, 1086, 179, 1540, 859, 1952, 124, 62, 214, 2467, 3555, 712, 312, 1543, 1005, 52, 1138, 608, 889, 87, 1860, 3098, 906, 605, 1085, 842, 2493, 816, 424, 1498, 537, 636, 1024, 150, 50, 107, 567, 298, 545, 251, 385, 2965, 594, 1029, 19, 99, 666, 1825, 306, 2595, 15, 238, 90, 933, 1801, 566, 262, 863, 23, 16, 51, 64, 1182, 563, 1190, 240, 1210, 224, 145, 1224, 219, 235, 80, 1067, 118, 981, 215, 1063, 471, 206, 334, 346, 676, 534, 3901, 2674, 1628, 552, 199, 606, 677, 875, 276, 239, 221, 273, 174, 2061, 1083, 1445, 230, 818, 1183, 418, 197, 1451, 1381, 28, 343, 3853, 347, 2253, 2403, 1885, 390, 2397, 202, 648, 1378, 4994, 1450, 621, 2351, 965, 1824, 1163, 997, 825, 1376, 4389, 2599, 3009, 1003, 289, 290, 1407, 2393, 2445, 1164, 549, 626, 1165, 1166, 989, 4287, 1167, 1480, 970, 4995, 1891, 1895, 2789, 3117, 2982, 2618, 3150, 3013, 3645, 983, 2897, 990, 719, 1888, 1168, 1257, 3392, 4996, 1857, 317, 1169, 1448, 625, 4997, 1170, 1171, 1387, 1154, 4417, 561, 1172, 1155, 1685, 570, 2217, 2961, 2681, 3051, 2983, 4821, 4410, 60, 45, 2741, 4998, 2247, 1173, 1910, 556, 3398, 1426, 1174, 1974, 4999, 571, 335, 3351, 3352, 3353, 3354, 3355, 3356, 3357, 3358, 3359, 3360, 3131, 1359, 1010, 1499, 1500, 2526, 559, 588, 1380, 4532, 2795, 2592, 1389, 2901, 4233, 3249, 1175, 2262, 1018, 1686, 1361, 1831, 5000, 1176, 1177, 2750, 2281, 5001, 1449, 1178, 1179, 1180, 1687, 1181, 956, 1153, 1832, 815, 21, 1007, 1002, 5002, 2752, 1012, 5003, 2416, 1899, 1008, 2094, 557, 5004, 1184, 2588, 1185, 1186, 29, 2593, 363, 1187, 1188, 2540, 3060, 1151, 5005, 4109, 560, 978, 1189, 1156, 4198, 1157, 1026, 5006, 1191, 1431, 1339, 1858, 2399, 1094, 1841, 1992, 2785, 2590, 381, 1192, 1095, 3064, 994, 391, 967, 864, 1385, 1099, 1004, 5007, 623, 1093, 3365, 3026, 2668, 1975, 1193, 2622, 2777, 620, 1689, 4297, 5008, 2417, 1690, 1691, 2587, 2114, 3057, 1452, 1502, 66, 2751, 2517, 2246, 985, 2411, 3052, 1001, 3831, 1152, 2408, 218, 2258, 1137, 1194, 1195, 1384, 1828, 876, 877, 878, 879, 880, 68, 881, 1326, 3685, 1196, 20, 1034, 1453, 426, 1197, 1834, 2304, 2497, 1198, 2301, 3029, 1889, 1422, 1909, 1377, 1199, 1250, 1251, 1252, 1253, 1254, 1255, 1256, 4199, 4200, 4201, 4202, 4203, 4204, 4205, 4206, 4207, 4208, 1746, 1728, 624, 984, 1308, 1200, 564, 3395, 565, 438, 3078, 3367, 2709, 2414, 4369, 1482, 1201, 1089, 2433, 7, 1966, 3030, 4139, 1202, 2242, 3176, 3896, 1357, 1383, 638, 804, 1203, 1629, 1838, 70, 1204, 969, 1205, 2792, 597, 979, 3032, 980, 1692, 5009, 1132, 4440, 1859, 1161, 4476, 2220, 2701, 3033, 1206, 3305, 1862, 1207, 2418, 24, 460, 1208, 1209, 2793, 2532, 3134, 3054, 718, 1644, 3366, 3034, 3035, 1211, 1844, 4096, 971, 2505, 3036, 2579, 4820, 1212, 1336, 1708, 2932, 953, 2531, 75, 1319, 2407, 619, 3503, 977, 1325, 711, 2794, 5010, 1140, 1149, 1213, 543, 1214, 1343, 1215, 226, 1216, 1217, 248, 966, 4471, 3686, 2263, 1379, 2619, 1427, 553, 553, 3040, 1218, 913, 3041, 2915, 38, 39, 40, 1144, 1219, 1836, 1747, 573, 4422, 5011, 1220, 1318, 2578, 1693, 3730, 2259, 968, 972, 641, 1221, 1403, 519, 928, 929, 930, 931, 932, 934, 935, 4584, 2465, 4585, 4586, 618, 2918, 2919, 2920, 2922, 2923, 2924, 2925, 2926, 2927, 3409, 3410, 3411, 3412, 5012, 4827, 5013, 3415, 5014, 2413, 522, 1417, 1233, 1017, 1084, 1087, 5015, 1033, 1009, 2050, 1222, 1630, 1976, 2193, 5016, 1223, 2967, 1532, 2591, 2419, 1027, 2620, 963, 607, 1745, 1395, 3839, 1375, 2782, 558, 5017, 2525, 1150, 2415, 2353, 1225, 974, 2268, 2394, 2395, 1226, 993, 569]"
58350807,[3116]
58393019,"[281, 271]"
58411748,"[1101, 1090, 1102, 612, 1091, 1092, 1748, 611, 613, 614, 615, 616]"
